display,tooltips,purity,complexity,cost,processing,steps,imgsrc,labels,recipeIndexes,depIndexes,id
Malachite Leggings Core,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,3024 480,,32602,,"conarm:leggings_core:0:{Material:""malachite_gem""}"
Malachite Chestplate Core,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,928 464,,32601,,"conarm:chest_core:0:{Material:""malachite_gem""}"
Malachite Helmet Core,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,4016 464,,32598,,"conarm:helmet_core:0:{Material:""malachite_gem""}"
Malachite Armor Trim,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,2960 432,,32600,,"conarm:armor_trim:0:{Material:""malachite_gem""}"
Malachite Armor Plates,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,4080 416,,32599,,"conarm:armor_plate:0:{Material:""malachite_gem""}"
Malachite Sledge Hammer Head,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,2480 1376,,32607,,"tcomplement:sledge_head:0:{Material:""malachite_gem""}"
Malachite Chisel Head,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,2752 1360,,32606,,"tcomplement:chisel_head:0:{Material:""malachite_gem""}"
Malachite Pipe Piece,,1,18654.415609478478,3209.7279687499995,15444.687640728478,78,3968 1216,,32605,,"plustic:pipe_piece:0:{Material:""malachite_gem""}"
Malachite,,1,18652.415609478478,3208.7279687499995,15443.687640728476,77,448 160,🗑️,61161 54038 24468 24530 24657 16213 16072 11651 5681 18000 13061 13046 26174 16370 22102 22260 22383 22685 34917,6788 12535 14945 17999 18715 26601 32573 32574 32575 32576 32577 32578 32579 32580 32581 32582 32583 32584 32585 32586 32587 32588 32589 32590 32591 32592 32593 32594 32595 32596 32597 32598 32599 32600 32601 32602 32603 32604 32605 32606 32607 35052 54037 61162 61723,biomesoplenty:gem:5
§aSlime Cube§7,,1,18647.544759456847,2988.2628600823045,15659.28189937454,78,2720 1296,,65920,6303 6304 6305 6306 6307 6308 6309 6310 63788 64901 64933 65932 65995,randomthings:slimecube:0
Gold CAD Assembly,,1,18612.929399374538,10859.941249999998,7752.988149374541,55,2560 1232,🍾,65855,665,psi:cad_assembly:1
Dirty Diamond,,1,18599.085927152315,8552.941249999998,10046.144677152317,69,848 960,,66388 24450 24356 24204 24152 22204 22323 22419 22467,11641 14960 15192 15689 17731 18241 18808 22371 24273 25532 25533 26452 26818 26819 35141 36898,jaopca:item_dirtygemdiamond:0
Market,,1,18590.61111111111,18278.31111111111,312.3,21,2560 688,,65166,13715 13716 13717 13718 13719 13720 13721 13722 13723 13724 13725 13726 13727 13728 13729 13730 13731 13732 13733 13734 13735 13736 13737 13738 13739 13740 13741 13742 13743 13744 13745 13746 13747 13748 13749 13750 13751 13752 13753 13754 13755 13756 13757 13758 13759 13760 13761 13762 13763 13764 13765 13766 13767 13768 13769 13770 13771 13772 13773 13774 13775 13776 13777 13778 13779 13780 13781 13782 13783 13784 13785 13786 13787 13788 13789 13790 13791 13792 13793 13794 13795 13796 13797 13798 13799 13800 13801 13802 13803 13804 13805 13806 13807 13808 13809 13810 13811 13812 13813 13814 13815 13816 13817 13818 13819 13820 13821 13822 13823 13824 13825 13826 13827 13828 13829 13830 13831 13832 13833 13834 13835 13836 13837 13838 13839 13840 13841 13842 13843 13844 13845 13846 13847 13848 13849 13850 13851 13852 13853 13854 13855 13856 13857 13858 13859 13860 13861 13862 13863 13864 13865 13866 13867 13868 13869 13870 13871 13872 13873 13874 13875 13876 13877 13878 13879 13880 13881 13882 13883 13884 13885 13886 13887 13888 13889 13890 13891 13892 13893 13894 13895 13896 13897 13898 13899 13900 13901 13902 13903 13904 13905 13906 13907 13908 13909 13910 13911 22788,farmingforblockheads:market:0
Crushed Lead Ore,,1,18580.45354874908,203.5,18376.95354874908,59,2560 848,,15120 15239 15341 15171,9468 11400 22163 24091 38209 43585,ic2:crushed:3
Advanced Circuit,§8(25.06) §d250§5.60 §dmB UU,1,18560.199241353937,17861.03725,699.1619913539367,43,1840 848,,65300 25325 25326 25330 25331 25335 25350 13402,13410 17876 50259 50262 50273 50292 50312 50313 50317 50327 50337 50339 50342 50373 50402 50404 50421 50430 52211 52215 52298 52312 52316 64447 64638 65212 65485 65486 65495 66048,ic2:crafting:2
Chaos Reaper,,1,18551.16494519561,4471.622183641975,14079.542761553634,108,2720 528,,64930 8715,,cyclicmagic:wand_hypno:0
Hungry Chest,,1,18544.65653053716,14189.726066961,4354.930463576159,29,1280 1744,,29904,22788 30020 33006 50799 53372 53378 55816 55820 55821 55836 55851 55875 55887 57317 58028 60980 60996 60997 61040 61041 61042 61043 61044 61045 61061 61371 64021 64022 64626 64868 64894 64895 65065 65207 65227 65407 65430 65536 65829 66031 66032 66033 66047 66099 66119 66120 66121 66122 66123 66147 66247 66308 66309 66310 66311 66312 66313 66314 66327 66328,thaumcraft:hungry_chest:0
Vis Generator,,1,18511.202828366444,3192.756111111111,15318.446717255334,80,1920 1760,🍾,29915,22788 32994,thaumcraft:vis_generator:0
Silver Dust,,1,18503.49708750778,5178.277777777777,13325.219309730004,73,1456 1152,,11512 11927,6667 8779 8780 12703 15859 15989 15990 15992 16007 16751 20338 24094 27020 27197 27244 27284 27958 41130 43121 50356 51335 56475 59820 59821 63993 65516,nuclearcraft:dust:13
Silver Dust,,1,18503.49708750778,5178.277777777777,13325.219309730004,73,1296 992,,11512 11927,6667 8779 8780 12703 15859 15989 15990 15992 16007 16751 20338 24094 27020 27197 27244 27284 27958 41153 43121 50356 51335 56475 59820 59821 63993 65516,mekanism:dust:5
Silver Grit,,1,18503.49708750778,5178.277777777777,13325.219309730004,73,3264 896,,11512 11927,6667 8779 8780 12703 15859 15989 15990 15992 16007 16751 20338 27020 27197 27244 27284 27958 41148 43121 50356 51335 56475 59820 59821 63993 65516,immersiveengineering:metal:12
Cropnalyzer,0 /100 k EU\nPress Side Inventory (6) to view Breeding Calculator,1,18491.461358875305,17756.454923076923,735.0064357983811,54,2240 848,🍾,50357,50309,ic2:cropnalyzer:0
Cropnalyzer,0 /100 k EU\nPress Side Inventory (6) to view Breeding Calculator,1,18491.461358875305,17756.454923076923,735.0064357983811,54,2240 848,🍾,50357,50309,ic2:cropnalyzer:0:{charge:100000.0d}
Iron Golem Trophy,,1,18489.929491353938,6965.222222222223,11524.707269131715,65,3040 1200,,29049,,"openblocks:trophy:22:{entity_id:""minecraft:villager_golem""}"
Stable-'Unstable Ingot',,1,18483.2,18176.9,306.3,15,2368 688,,50560,12931 50561 63796 63797 64441,extrautils2:unstableingots:2
Drone Case (Tier 1),Hold [§fLSHIFT§7] for a detailed tooltip.,1,18482.662831914222,7112.611904761906,11370.050927152315,90,688 1216,,65833,28998 61005,opencomputers:material:23
Compressed Coal Ball,,1,18467.72833588247,789.7161778618732,17678.0121580206,62,1824 848,,9981 12197,12211 50377,ic2:crafting:17
Molten Knightslime,,1,18461.12310246505,17431.55555555556,1029.5675469094922,34,816 32,🍾,1686,1685,tconstruct:molten_knightslime:0
Molten Lead,,1,18461.12310246505,17431.55555555556,1029.5675469094922,34,928 32,🍾,1708,1707,tconstruct:molten_lead:0
Molten Obsidian,,1,18461.12310246505,17431.55555555556,1029.5675469094922,34,2640 1936,🍾,1968,1967,nuclearcraft:fluid_obsidian:0
Molten Dark Steel,,1,18461.12310246505,17431.55555555556,1029.5675469094922,34,1040 16,🍾,1150,1149,enderio:block_fluid_dark_steel:0
Gold Dragon Armor,Head,1,18447.3,18139,308.3,17,1040 880,,53497,12795 12797 37123 43507,iceandfire:dragonarmor_gold:3
Stamp (5n),,1,18435.683661086587,648.6296296296296,17787.054031456955,97,1552 752,,27386 60498 27382 25583 25582,60501,forestry:stamps:2
Transfer Node (Fluids),,1,18423.99264200033,735.9804839797247,17688.012158020603,72,160 688,,50669,9547 50671,extrautils2:grocket:2
Chiseled Lavender Quartz Block,,1,18415.619511195204,10802.33333333333,7613.2861778618735,70,4080 224,,53260 34725,17113 26531 34725,botania:quartztypelavender:1
Pillar Lavender Quartz Block,,1,18413.78617786187,10801.499999999998,7612.2861778618735,69,4048 224,,53359 34725,17113 26615 34725,botania:quartztypelavender:2
Block of Lavender Quartz,,1,18412.28617786187,10800.999999999998,7611.2861778618735,68,4032 224,,53012 62528 62817 34725,17113 26136 34725 52610 53333 53359,botania:quartztypelavender:0
Block of Diamond,Embossed,1,18400.82222222222,18020,380.82222222222225,21,3104 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:0
Block of Diamond,Gem,1,18400.82222222222,18020,380.82222222222225,21,3120 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:1
Block of Diamond,"§8(135) §d1§5,§d350 §dmB UU",1,18400.82222222222,18020,380.82222222222225,21,3168 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:2
Block of Diamond,Purple Space,1,18400.82222222222,18020,380.82222222222225,21,3152 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:3
Block of Diamond,Black Space,1,18400.82222222222,18020,380.82222222222225,21,3200 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:4
Block of Diamond,Simple,1,18400.82222222222,18020,380.82222222222225,21,3216 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:5
Block of Diamond,Bismuth,1,18400.82222222222,18020,380.82222222222225,21,3248 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:6
Block of Diamond,Crushed,1,18400.82222222222,18020,380.82222222222225,21,3232 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:7
Block of Diamond,Tiles,1,18400.82222222222,18020,380.82222222222225,21,3264 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:8
Block of Diamond,Ornate Tiles,1,18400.82222222222,18020,380.82222222222225,21,3296 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:9
Block of Diamond,Zelda,1,18400.82222222222,18020,380.82222222222225,21,3136 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:10
Block of Diamond,Gold-Encrusted,1,18400.82222222222,18020,380.82222222222225,21,3184 336,,34557,12153 15583 16861 17280 19614 21435 34557 50818 53601 53602 53603 53604 55804 56052 56733 60902 60903 60904 60905 64720 66278,chisel:diamond:11
Block of Emerald,Tile,1,18400.82222222222,18020,380.82222222222225,21,4064 336,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:0
Block of Emerald,Panel,1,18400.82222222222,18020,380.82222222222225,21,4080 336,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:1
Block of Emerald,Raw,1,18400.82222222222,18020,380.82222222222225,21,64 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:2
Block of Emerald,Cobble,1,18400.82222222222,18020,380.82222222222225,21,96 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:3
Block of Emerald,Gold-Encrusted,1,18400.82222222222,18020,380.82222222222225,21,80 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:4
Block of Emerald,Zelda,1,18400.82222222222,18020,380.82222222222225,21,112 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:5
Block of Emerald,Ornate,1,18400.82222222222,18020,380.82222222222225,21,128 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:6
Block of Emerald,Bismuth,1,18400.82222222222,18020,380.82222222222225,21,144 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:7
Block of Emerald,Tiles,1,18400.82222222222,18020,380.82222222222225,21,160 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:8
Block of Emerald,Ornate Tiles,1,18400.82222222222,18020,380.82222222222225,21,176 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:9
Block of Emerald,Ornate,1,18400.82222222222,18020,380.82222222222225,21,16 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:10
Block of Emerald,Masonry,1,18400.82222222222,18020,380.82222222222225,21,0 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:11
Block of Emerald,Circular,1,18400.82222222222,18020,380.82222222222225,21,32 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:12
Block of Emerald,Prism,1,18400.82222222222,18020,380.82222222222225,21,48 352,,34559,16847 20199 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 43036 56671 56734 65121 65166,chisel:emerald:13
Redstone Probe Connector,,1,18385.82204416224,4917.748386141637,13468.073658020605,107,1120 896,🍾,51565,51293,immersiveengineering:connector:13
Gelatin,,1,18377.803732707875,26,18351.803732707875,63,4080 1152,,6494 6488 16106 16253 16087 16088 16138 16211 16292 16086 16085 16071 16090 16179 16317 16120 16140 16156 16181 16185 16194 16247 16269 16271 16297 16236 16136 16123 14264 16094 16259,20299 28003 42579,nuclearcraft:gelatin:0
Block of Chamelium,Hold [§fLSHIFT§7] for a detailed tooltip.,1,18374.417388179332,13664.614285714286,4709.803102465047,69,4048 1200,,61098,,opencomputers:chameliumblock:2
Block of Chamelium,Hold [§fLSHIFT§7] for a detailed tooltip.,1,18374.417388179332,13664.614285714286,4709.803102465047,69,0 1216,,61099,,opencomputers:chameliumblock:3
Emerald Large Plate,,1,18373.859908020604,16025,2348.8599080206036,36,1888 1536,,48803,,"tconstruct:large_plate:0:{Material:""emerald_plustic""}"
Emerald Hammer Head,,1,18373.859908020604,16025,2348.8599080206036,36,3056 1488,,48802,,"tconstruct:hammer_head:0:{Material:""emerald_plustic""}"
Emerald Scythe Head,,1,18373.859908020604,16025,2348.8599080206036,36,1488 1584,,48807,,"tconstruct:scythe_head:0:{Material:""emerald_plustic""}"
Emerald Large Sword Blade,,1,18373.859908020604,16025,2348.8599080206036,36,528 1552,,48814,,"tconstruct:large_sword_blade:0:{Material:""emerald_plustic""}"
Emerald Broad Axe Head,,1,18373.859908020604,16025,2348.8599080206036,36,480 1456,,48806,,"tconstruct:broad_axe_head:0:{Material:""emerald_plustic""}"
Emerald Excavator Head,,1,18373.859908020604,16025,2348.8599080206036,36,3936 1472,,48804,,"tconstruct:excavator_head:0:{Material:""emerald_plustic""}"
Clockwork Mind,,1,18373.7067379507,5699.508125,12674.1986129507,80,2832 1744,,29913 25330 25331,29912 30020 30101 33149,thaumcraft:mind:0
Vibrant Crystal,,1,18372.66546357616,4065,14307.665463576159,59,4064 608,,65058,17681 18106 28978 28979 31657 31658 34800 57896 61280 61330 61423 61495,enderio:item_material:15
Zombie Pigman Trophy,,1,18371.413480798383,3444,14927.413480798383,72,3408 1200,,29032,,"openblocks:trophy:5:{entity_id:""minecraft:zombie_pigman""}"
Mooshroom Trophy,,1,18364.413480798383,3439,14925.413480798383,70,3024 1200,,29048,,"openblocks:trophy:21:{entity_id:""minecraft:mooshroom""}"
Villager Market,,1,18361.1,18056.8,304.3,13,336 1872,,56671,22788,villagermarket:villager_market:0
Energy Tablet,§bStored energy: §7400.0 kRF/400.0 kRF,1,18357.3,16030,2327.3,22,1536 992,,52300,52071 52138 52209 52214 52216 52224 52226 52297 52302 52305 52318 65537,mekanism:energytablet:0
Extractor,,1,18347.80373270787,15780.76336111111,2567.0403715967623,59,3072 864,,50321,6482 6483 6484 6485 6486 6487 6488 6489 6490 6491 6492 6493 6494 6495 6496 6497 6498 6499 6500,ic2:te:45
Stamp (1n),,1,18333.683661086587,546.6296296296296,17787.054031456955,97,1536 752,,27380 60496 27395 25587 25586,60501,forestry:stamps:0
Grappler Head,,1,18332.258335172923,552.8916666666667,17779.366668506256,64,1232 1744,🍾,30078,30079,thaumcraft:grapple_gun_tip:0
Block of Diamond,"§8(135) §d1§5,§d350 §dmB UU",1,18322.3,18019,303.3,12,688 1024,🗑️,61800 61799 34557 6066 19628 19652 19624 19669 19622 19648 19660 19623 19649 19645 19627 19651 19641 19633 19625 19653 19650 19657 19639 19646 19629 19630 19640 19632 19644 19642 19636 19656 19637 19662 19658 19638 19626 19661 19659 19631 19647 19634 9512 19635 19664 19654 19655 19643 19663 19665 19667 16757 16907 19666 19668,6253 6286 7303 8713 8714 8715 8716 9539 12087 12153 12291 13320 15583 16861 17203 17280 19614 21435 29897 29898 34557 41881 50158 50712 50713 50818 53601 53602 53603 53604 55804 55888 56052 56646 56733 58905 60814 60902 60903 60904 60905 61115 64720 66278,minecraft:diamond_block:0
Block of Emerald,"§8(900) §d9§5,§d000 §dmB UU",1,18322.3,18019,303.3,12,1472 1024,,50148 60817 34559 16977 9520 25349 20647 16720 20648,6254 7304 7649 9528 16847 20199 25215 25218 25221 25224 25227 25230 25233 25236 25239 25242 25246 25249 25266 25270 25274 25278 25282 25286 25290 25294 25298 25302 25306 25310 25314 28667 34559 41882 43036 50149 50713 50714 55888 56643 56671 56734 60818 61114 65121 65166,minecraft:emerald_block:0
Sulfur Block,,1,18322.3,18019,303.3,12,912 512,,63164 63167,63165 63166,contenttweaker:block_sulfur:0
Single Compressed Ender Pearl,,1,18322.3,18019,303.3,12,688 80,,60761 60764,12300 60762 60763,additionalcompression:pearlender_compressed:0
Molten Alumite,,1,18322.25375,7751,10571.25375,41,3504 0,🍾,922,921,tconstruct:molten_alumite:0
Molten Ardite,,1,18322.25375,7751,10571.25375,41,3696 0,🍾,954,953,tconstruct:molten_ardite:0
Molten Cobalt,,1,18322.25375,7751,10571.25375,41,528 16,🍾,1088,1087,tconstruct:molten_cobalt:0
Molten Fire Dragonsteel,,1,18322.25375,7751,10571.25375,41,2496 16,🍾,1346,1345,tconstruct:molten_dragonsteel_fire:0
Molten Ice Dragonsteel,,1,18322.25375,7751,10571.25375,41,2512 16,🍾,1348,1347,tconstruct:molten_dragonsteel_ice:0
Molten Manyullyn,,1,18322.25375,7751,10571.25375,41,2096 32,🍾,1862,1861,tconstruct:molten_manyullyn:0
Molten Nickel,,1,18322.25375,7751,10571.25375,41,2768 32,🍾,1944,1943,tconstruct:molten_nickel:0
Molten Tin,,1,18322.25375,7751,10571.25375,41,784 48,🍾,2238,2237,tconstruct:molten_tin:0
Molten Adaminite,,1,18322.25375,7751,10571.25375,41,3344 0,🍾,902,901,contenttweaker:adaminite:0
Molten Glitch Infused,,1,18322.25375,7751,10571.25375,41,2016 2080,🍾,1470,1469,contenttweaker:glitch:0
Molten Mithminite,,1,18322.25375,7751,10571.25375,41,2288 32,🍾,1888,1887,contenttweaker:mithminite:0
Molten Mithrillium,,1,18322.25375,7751,10571.25375,41,2320 32,🍾,1892,1891,contenttweaker:mithrillium:0
Molten Boron,,1,18322.25375,7751,10571.25375,41,32 16,🍾,1018,1017,nuclearcraft:fluid_boron:0
Molten Hard Carbon,,1,18322.25375,7751,10571.25375,41,3504 16,🍾,1494,1493,nuclearcraft:fluid_hard_carbon:0
Molten Magnesium,,1,18322.25375,7751,10571.25375,41,1952 32,🍾,1846,1845,nuclearcraft:fluid_magnesium:0
Molten Milk Chocolate,,1,18322.25375,7751,10571.25375,41,2256 32,🍾,1884,1883,nuclearcraft:fluid_milk_chocolate:0
Molten Thorium,,1,18322.25375,7751,10571.25375,41,768 48,🍾,2236,2235,nuclearcraft:fluid_thorium:0
Molten Tough Alloy,,1,18322.25375,7751,10571.25375,41,864 48,🍾,2246,2245,nuclearcraft:fluid_tough:0
Molten Fiery,,1,18322.25375,7751,10571.25375,41,3056 16,🍾,1424,1423,twilightforest:molten_fierymetal:0
Molten Knightmetal,,1,18322.25375,7751,10571.25375,41,800 32,🍾,1684,1683,twilightforest:molten_knightmetal:0
Molten Conductive Iron,,1,18322.25375,7751,10571.25375,41,624 16,🍾,1100,1099,enderio:block_fluid_conductive_iron:0
Molten Iron Alloy,,1,18322.25375,7751,10571.25375,41,656 16,🍾,1104,1103,enderio:block_fluid_construction_alloy:0
Molten Crystalline Alloy,,1,18322.25375,7751,10571.25375,41,864 16,🍾,1134,1133,enderio:block_fluid_crystalline_alloy:0
Molten Crystalline Pink Slime,,1,18322.25375,7751,10571.25375,41,880 16,🍾,1136,1135,enderio:block_fluid_crystalline_pink_slime:0
Molten Electrical Steel,,1,18322.25375,7751,10571.25375,41,2528 16,🍾,1354,1353,enderio:block_fluid_electrical_steel:0
Molten End Steel,,1,18322.25375,7751,10571.25375,41,2768 16,🍾,1372,1371,enderio:block_fluid_end_steel:0
Molten Energetic Alloy,,1,18322.25375,7751,10571.25375,41,2832 16,🍾,1388,1387,enderio:block_fluid_energetic_alloy:0
Molten Melodic Alloy,,1,18322.25375,7751,10571.25375,41,2160 32,🍾,1868,1867,enderio:block_fluid_melodic_alloy:0
Molten Pulsating Iron,,1,18322.25375,7751,10571.25375,41,3472 32,🍾,2056,2055,enderio:block_fluid_pulsating_iron:0
Molten Redstone Alloy,,1,18322.25375,7751,10571.25375,41,3712 32,🍾,2086,2085,enderio:block_fluid_redstone_alloy:0
Molten Soularium,,1,18322.25375,7751,10571.25375,41,336 48,🍾,2168,2167,enderio:block_fluid_soularium:0
Molten Stellar Alloy,,1,18322.25375,7751,10571.25375,41,416 48,🍾,2180,2179,enderio:block_fluid_stellar_alloy:0
Molten Vibrant Alloy,,1,18322.25375,7751,10571.25375,41,1056 48,🍾,2268,2267,enderio:block_fluid_vibrant_alloy:0
Molten Vivid Alloy,,1,18322.25375,7751,10571.25375,41,1120 48,🍾,2280,2279,enderio:block_fluid_vivid_alloy:0
Molten Uranium,,1,18322.25375,7751,10571.25375,41,960 48,🍾,2254,2253,immersiveengineering:molten_uranium:0
Molten Base Essence,,1,18322.25375,7751,10571.25375,41,3840 0,🍾,982,981,mysticalagradditions:molten_base_essence:0
Molten Inferium,,1,18322.25375,7751,10571.25375,41,576 32,🍾,1664,1663,mysticalagradditions:molten_inferium:0
Molten Intermedium,,1,18322.25375,7751,10571.25375,41,608 32,🍾,1668,1667,mysticalagradditions:molten_intermedium:0
Molten Prudentium,,1,18322.25375,7751,10571.25375,41,3440 32,🍾,2052,2051,mysticalagradditions:molten_prudentium:0
Molten Soulium,,1,18322.25375,7751,10571.25375,41,352 48,🍾,2170,2169,mysticalagradditions:molten_soulium:0
Molten Superium,,1,18322.25375,7751,10571.25375,41,592 48,🍾,2216,2215,mysticalagradditions:molten_superium:0
Molten Supremium,,1,18322.25375,7751,10571.25375,41,608 48,🍾,2218,2217,mysticalagradditions:molten_supremium:0
Molten Mirion,,1,18322.25375,7751,10571.25375,41,3328 2016,🍾,1886,1885,plustic:plustic.molten_mirion:0
Molten Osgloglas,,1,18322.25375,7751,10571.25375,41,3360 2016,🍾,1980,1979,plustic:plustic.molten_osgloglas:0
Molten Psimetal,,1,18322.25375,7751,10571.25375,41,3392 2016,🍾,2054,2053,plustic:plustic.molten_psimetal:0
Molten Titanium,,1,18322.25375,7751,10571.25375,41,3488 2016,🍾,2244,2243,plustic:plustic.molten_titanium:0
Cardboard Box,§9Block data: no,1,18302.243984547462,1661,16641.243984547462,77,688 992,🍾,65520,12332,mekanism:cardboardbox:0
EU-Reader,,1,18300.21407468727,17602.052083333332,698.1619913539367,42,288 864,,50420,,ic2:meter:0
Slime Pickaxe Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,1920 1568,,30549,,"tconstruct:pick_head:0:{Material:""blueslime""}"
Slime Axe Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,1680 1408,,30552,,"tconstruct:axe_head:0:{Material:""blueslime""}"
Slime Kama Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,3824 1504,,30553,,"tconstruct:kama_head:0:{Material:""blueslime""}"
Slime Shovel Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,2192 1616,,30551,,"tconstruct:shovel_head:0:{Material:""blueslime""}"
Slime Tool Rod,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,3616 1664,,30548,,"tconstruct:tool_rod:0:{Material:""blueslime""}"
Slime Bowlimb,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,864 1440,,30568,,"tconstruct:bow_limb:0:{Material:""blueslime""}"
Slime Large Plate,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,1040 1536,,30556,,"tconstruct:large_plate:0:{Material:""blueslime""}"
Slime Arrow Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,2656 1392,,30569,,"tconstruct:arrow_head:0:{Material:""blueslime""}"
Slime Tough Tool Rod,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,736 1696,,30554,,"tconstruct:tough_tool_rod:0:{Material:""blueslime""}"
Slime Wide Guard,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,3440 1696,,30562,,"tconstruct:wide_guard:0:{Material:""blueslime""}"
Slime Binding,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,320 1424,,30550,,"tconstruct:binding:0:{Material:""blueslime""}"
Slime Sword Blade,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,768 1648,,30561,,"tconstruct:sword_blade:0:{Material:""blueslime""}"
Slime Cross Guard,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,4048 1456,,30564,,"tconstruct:cross_guard:0:{Material:""blueslime""}"
Slime Hammer Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,2208 1488,,30555,,"tconstruct:hammer_head:0:{Material:""blueslime""}"
